gas_id,target_batch,model,budget,frozen_nrmse,light_nrmse,mae_f,mae_l,slope,d_ref,seed,ratio,mae_ratio
CO,8,pls,50,0.0588818442499116,0.0526811530298704,0.3249527951025888,0.314191803583537,0.9237996700091438,-0.086663312490896,20260826,0.8946926459415288,0.9668844469681989
CO,8,random_forest,50,0.048617904578622,0.0513841742857137,0.2778900709219859,0.3018042663538718,0.9100031535327324,-0.3261973903578139,20260826,1.0568981680939837,1.0860563148317721
CO,8,xgboost,50,0.0533142158383381,0.0591831532817187,0.2981028501446366,0.3545672935373505,0.8818289901816773,-0.189583421703826,20260826,1.1100820363029753,1.1894126250900248
CO,9,pls,0,0.1327562316483089,0.1327562316483089,0.8470149029856809,0.8470149029856809,1.0397533667803762,,20260826,1.0,1.0
CO,9,random_forest,0,0.0912422264134439,0.0912422264134439,0.505858910891089,0.5058589108910889,1.0565410866970273,,20260826,1.0,0.9999999999999998
CO,9,xgboost,0,0.0963448326513352,0.0963448326513352,0.5336954784127745,0.5336954784127745,1.1372295370747472,,20260826,1.0,1.0
CO,9,pls,2,0.1327562316483089,0.0913309179589233,0.8470149029856809,0.4807152359938135,1.003929751639572,1.0968425740950896,20260826,0.6879595543271562,0.567540469830364
CO,9,random_forest,2,0.0912422264134439,0.079301030858402,0.5058589108910889,0.4017754831399923,1.0156001195875193,-0.1805308772827212,20260826,0.8691264338406975,0.7942441548222411
CO,9,xgboost,2,0.0963448326513352,0.080065899067282,0.5336954784127745,0.4205916559263147,1.0456753958976035,0.4884659816889686,20260826,0.8310346996712792,0.788074235099698
CO,9,pls,3,0.1327562316483089,0.0906160454796473,0.8470149029856809,0.4734973721184841,1.0157107441621342,1.13397350702384,20260826,0.682574703684741,0.5590189386862402
CO,9,random_forest,3,0.0912422264134439,0.0791027683725122,0.505858910891089,0.4014127572618565,1.019691698407876,-0.2253240495063173,20260826,0.8669535091578713,0.7935271053241965
CO,9,xgboost,3,0.0963448326513352,0.0800437011251934,0.5336954784127745,0.4203083779515577,1.0452430045237515,0.3269799540148276,20260826,0.8308042987096736,0.7875434493122683
CO,9,pls,4,0.1327562316483089,0.0899577202159912,0.8470149029856809,0.4692701385535005,0.9597850066162742,1.8344786758085416,20260826,0.6776158007731241,0.554028195843248
